OBJECTID_1,OBJECTID_2,RLGIS_ID,Lit,OrgCode,Cmplx_Name,OrgName,Dvsn_Name,Unit_Name,Subunit_Na,StateAbbr,Region,Origin,Loc_Name,SOI_Feat,Obs_Date,Derived,Com_Name,Sci_Name,TSN,Status,Comments,TYPE,LOCATION,TREE_TYPE,SPP,IDENT,IDENTS,DBH,BASAL,SIDE,TOP,CAV_WIDTH,CAV_HEIGHT,CHAMHEIGHT,SNAG,TOT_CHAMB,WALL_THICK,INSID_CHAM,Orig_Date,Distance,RSL_Type,X,Y,COMMENT,CHECKED,CHAM_WDTH,WALL_WIDTH,USE_TREE,COLONY,BAT_SPP,PWTR_DIST,WWTR_DIST,CAVTR_DIST,EDGE_DIST
147,147,{CD851C42-A0F4-4AA6-9B3E-EE07C0732C8C},NXB,43620,,NOXUBEE NATIONAL WILDLIFE REFUGE,Noxubee National Wildlife Refuge,,,MS,4,,WILD,Cavity,7/7/2005,,,,0,,,WAYPOINT,WILD,P,BT,76,76,42,Y,N,N,34,46,30,N,0.00000000000,0.00000000000,0.00000000000,7-July-2005,0.00000005544,NWR,-88.82365826820,33.29671200360,7-July-2005,Y,27,7,Y,W,SE,401,401,2,875
148,148,{2DF852A8-5B93-42AC-8EE4-C93825B84C63},NXB,43620,,NOXUBEE NATIONAL WILDLIFE REFUGE,Noxubee National Wildlife Refuge,,,MS,4,,WILD,Cavity,7/7/2005,,,,0,,,WAYPOINT,WILD,P,AB,93,93,26,Y,N,N,5,42,180,N,0.00000000000,0.00000000000,0.00000000000,7-July-2005,0.00000005115,NWR,-88.82354025100,33.29829450690,7-July-2005,Y,17,5,Y,N,RAF,225,225,116,785
149,149,{EBAD7B33-A55B-4F5D-B04F-F9CC71216A50},NXB,43620,,NOXUBEE NATIONAL WILDLIFE REFUGE,Noxubee National Wildlife Refuge,,,MS,4,,WILD,Cavity,7/7/2005,,,,0,,,WAYPOINT,WILD,P,AB,94,94,16,Y,N,N,12,12,36,N,0.00000000000,0.00000000000,0.00000000000,7-July-2005,0.00000005692,NWR,-88.82332567430,33.29936202610,7-July-2005,Y,8,3,N,ND,,176,176,66,696
150,150,{3CB58726-F8A7-433C-9C0A-086D5BE0345D},NXB,43620,,NOXUBEE NATIONAL WILDLIFE REFUGE,Noxubee National Wildlife Refuge,,,MS,4,,WILD,Cavity,7/7/2005,,,,0,,,WAYPOINT,WILD,P,SG,82,82,12,Y,N,N,4,15,36,N,0.00000000000,0.00000000000,0.00000000000,7-July-2005,0.00000005915,NWR,-88.82315937730,33.30011840910,7-July-2005,Y,-,-,N,ND,,127,127,17,616
151,151,{C410A7DA-0ECA-4B2C-8B31-93C90EEE473E},NXB,43620,,NOXUBEE NATIONAL WILDLIFE REFUGE,Noxubee National Wildlife Refuge,,,MS,4,,WILD,Cavity,7/7/2005,,,,0,,,WAYPOINT,WILD,P,SG,79,79,14,Y,N,N,5,23,48,N,0.00000000000,0.00000000000,0.00000000000,7-July-2005,0.00000005690,NWR,-88.82328812330,33.29999502740,7-July-2005,Y,-,-,N,ND,,149,149,13,635
152,152,{9A7B0857-A583-4162-90DA-1C11F6F0EEB2},NXB,43620,,NOXUBEE NATIONAL WILDLIFE REFUGE,Noxubee National Wildlife Refuge,,,MS,4,,WILD,Cavity,7/7/2005,,,,0,,Split Tree,WAYPOINT,WILD,P,SYC,80,80,42,Y,N,N,37,38,48,N,0.00000000000,0.00000000000,0.00000000000,7-July-2005,0.00000005984,NWR,-88.82348660680,33.30021496860,7-July-2005,Y,11,7,N,ND,,107,107,8,635
153,153,{BD6D7278-7428-402E-81C8-367F66DC9498},NXB,43620,,NOXUBEE NATIONAL WILDLIFE REFUGE,Noxubee National Wildlife Refuge,,,MS,4,,WILD,Cavity,7/7/2005,,,,0,,,WAYPOINT,WILD,P,SYC,81,81,26,Y,N,N,21,48,180,N,0.00000000000,0.00000000000,0.00000000000,7-July-2005,0.00000006023,NWR,-88.82354561540,33.30025251950,7-July-2005,Y,-,-,N,ND,,105,105,8,583
154,154,{F101C42A-D244-4335-A62D-3273AF212974},NXB,43620,,NOXUBEE NATIONAL WILDLIFE REFUGE,Noxubee National Wildlife Refuge,,,MS,4,,WILD,Cavity,7/7/2005,,,,0,,,WAYPOINT,WILD,P,AB,89,89,42,Y,N,N,4,36,72,N,0.00000000000,0.00000000000,0.00000000000,7-July-2005,0.00000005442,NWR,-88.82337931840,33.30029543490,7-July-2005,Y,24,3,N,ND,,99,99,14,601
155,155,{5A007A0C-1F00-4EA3-9F2B-B875379A596C},NXB,43620,,NOXUBEE NATIONAL WILDLIFE REFUGE,Noxubee National Wildlife Refuge,,,MS,4,,WILD,Cavity,7/7/2005,,,,0,,top broke off at 12feet (5/29/06),WAYPOINT,WILD,P,SCO,90,90,36,Y,N,N,8,10,264,N,0.00000000000,0.00000000000,0.00000000000,7-July-2005,0.00000006153,NWR,-88.82055763460,33.29864855850,7-July-2005,Y,27.5,2.5,N,ND,,228,214,9,894
156,156,{0FD57BFF-3641-400C-A298-947D9CB04871},NXB,43620,,NOXUBEE NATIONAL WILDLIFE REFUGE,Noxubee National Wildlife Refuge,,,MS,4,,WILD,Cavity,7/7/2005,,,,0,,,WAYPOINT,WILD,P,SG,92,92,22,Y,N,N,5,24,60,N,0.00000000000,0.00000000000,0.00000000000,7-July-2005,0.00000005653,NWR,-88.82045571060,33.29868610940,7-July-2005,Y,11,4.5,N,ND,,218,210,17,908
157,157,{7D263679-0ABC-40CD-83E5-8E05BA6FAAEB},NXB,43620,,NOXUBEE NATIONAL WILDLIFE REFUGE,Noxubee National Wildlife Refuge,,,MS,4,,WILD,Cavity,7/7/2005,,,,0,,,WAYPOINT,WILD,P,SG,91,91,24,Y,N,N,7,29,10,N,0.00000000000,0.00000000000,0.00000000000,7-July-2005,0.00000005408,NWR,-88.82057372780,33.29890068620,7-July-2005,Y,-,-,N,ND,,198,198,20,935
158,158,{4AA082BC-5B88-4110-A216-729EC6D33EE2},NXB,43620,,NOXUBEE NATIONAL WILDLIFE REFUGE,Noxubee National Wildlife Refuge,,,MS,4,,WILD,Cavity,7/7/2005,,,,0,,,WAYPOINT,WILD,P,SG,78,78,14,Y,N,N,4,24,24,N,0.00000000000,0.00000000000,0.00000000000,7-July-2005,0.00000005862,NWR,-88.82021431180,33.29880412660,7-July-2005,Y,10,2,N,ND,,216,203,24,864
159,159,{FF6A8938-DFEB-4BC3-BE0F-0D83653C07F2},NXB,43620,,NOXUBEE NATIONAL WILDLIFE REFUGE,Noxubee National Wildlife Refuge,,,MS,4,,WILD,Cavity,7/7/2005,,,,0,,top broke off (5/29/06),WAYPOINT,WILD,P,SYC,83,83,20,Y,N,N,7,16,25,N,0.00000000000,0.00000000000,0.00000000000,7-July-2005,0.00000006162,NWR,-88.82061664320,33.29812821000,7-July-2005,Y,11.5,4,N,ND,,286,203,57,662
160,160,{9675F0F5-FBE8-41B9-A525-FB4353FC6928},NXB,43620,,NOXUBEE NATIONAL WILDLIFE REFUGE,Noxubee National Wildlife Refuge,,,MS,4,,WILD,Cavity,7/6/2005,,,,0,,"had 1 RAF in it, that I could see, the tree curves and you can't see the top",WAYPOINT,WILD,P,BT,65,65,26,Y,N,N,11,10,0,N,0.00000000000,0.00000000000,0.00000000000,6-July-2005,0.00000005690,NWR,-88.82102970330,33.29142268740,6-July-2005,Y,17.5,4.5,Y,N,BOTH,237,237,102,272
161,161,{0884D21B-3310-407D-9DCF-361840F572B1},NXB,43620,,NOXUBEE NATIONAL WILDLIFE REFUGE,Noxubee National Wildlife Refuge,,,MS,4,,WILD,Cavity,7/6/2005,,,,0,,Can't see in cavity,WAYPOINT,WILD,P,SG,66,66,28,N,Y,N,3,24,0,N,0.00000000000,0.00000000000,0.00000000000,6-July-2005,0.00000006226,NWR,-88.82208649370,33.29122956840,6-July-2005,N,-,-,N,ND,,242,242,15,268
162,162,{62C63C12-4296-4542-BA7E-8E4A186C63EF},NXB,43620,,NOXUBEE NATIONAL WILDLIFE REFUGE,Noxubee National Wildlife Refuge,,,MS,4,,WILD,Cavity,7/6/2005,,,,0,,Can't see in cavity,WAYPOINT,WILD,P,GA,67,67,32,N,Y,N,0,0,0,N,0.00000000000,0.00000000000,0.00000000000,6-July-2005,0.00000005560,NWR,-88.82218841760,33.29099353400,6-July-2005,N,-,-,N,ND,,237,237,15,246
163,163,{EAAE20F6-DD36-42BB-8977-C55D720E31C7},NXB,43620,,NOXUBEE NATIONAL WILDLIFE REFUGE,Noxubee National Wildlife Refuge,,,MS,4,,WILD,Cavity,7/6/2005,,,,0,,,WAYPOINT,WILD,P,SG,68,68,18,Y,N,N,20,28,120,Y,0.00000000000,0.00000000000,0.00000000000,6-July-2005,0.00000005887,NWR,-88.82250491830,33.29053755840,6-July-2005,Y,-,-,N,ND,,184,184,50,191
164,164,{42945EC7-65BB-4240-A4E2-EE4768679014},NXB,43620,,NOXUBEE NATIONAL WILDLIFE REFUGE,Noxubee National Wildlife Refuge,,,MS,4,,WILD,Cavity,7/6/2005,,,,0,,,WAYPOINT,WILD,P,OCO,69,69,18,Y,N,N,8,27,60,N,0.00000000000,0.00000000000,0.00000000000,6-July-2005,0.00000006370,NWR,-88.82214550230,33.29022105780,6-July-2005,Y,11,3,N,ND,,133,133,50,154
165,165,{091BEA5F-D821-48EB-8C20-AB07A3A53083},NXB,43620,,NOXUBEE NATIONAL WILDLIFE REFUGE,Noxubee National Wildlife Refuge,,,MS,4,,WILD,Cavity,7/6/2005,,,,0,,"Fell, (6/5/06) MAIN BEAM CLOSED OFF, SEETHROUGH LIMB",WAYPOINT,WILD,A,SCO,70,70,48,Y,N,Y,24,53,0,N,0.00000000000,0.00000000000,0.00000000000,6-July-2005,0.00000006777,NWR,-88.82268781140,33.28884357580,6-July-2005,Y,-,-,N,ND,,13,13,156,26
166,166,{ED1AF9E4-BBC2-43B1-B0AB-4E1170FA6338},NXB,43620,,NOXUBEE NATIONAL WILDLIFE REFUGE,Noxubee National Wildlife Refuge,,,MS,4,,GTR1,Cavity,2/9/2005,,,,0,,,WAYPOINT,GTR1,P,BT,320,17-1,10,Y,Y,N,6,9,0,N,0.00000000000,0.00000000000,0.00000000000,9-February-2005,0.00000002629,NWR,-88.77479998690,33.28150002280,9-February-2005,Y,-,-,N,ND,,323,221,24,306
167,167,{990C50C7-5767-4E7B-90E6-E3BC91436FA3},NXB,43620,,NOXUBEE NATIONAL WILDLIFE REFUGE,Noxubee National Wildlife Refuge,,,MS,4,,GTR1,Cavity,2/9/2005,,,,0,,,WAYPOINT,GTR1,P,SG,321,17-2,18,Y,N,N,3,5,0,N,0.00000000000,0.00000000000,0.00000000000,9-February-2005,0.00000008331,NWR,-88.77455003850,33.28148007390,9-February-2005,Y,-,-,N,ND,,359,194,24,327
168,168,{FA787E11-57EA-4FCF-8F90-68B437B0C71A},NXB,43620,,NOXUBEE NATIONAL WILDLIFE REFUGE,Noxubee National Wildlife Refuge,,,MS,4,,GTR1,Cavity,2/9/2005,,,,0,,"Top Broke, Katrina",WAYPOINT,GTR1,P,NH,319,17-3,15,Y,N,N,6,8,0,N,0.00000000000,0.00000000000,0.00000000000,9-February-2005,0.00000004003,NWR,-88.77478003800,33.28111998730,9-February-2005,Y,11,2,N,ND,,321,227,45,300
169,169,{923A13B4-1908-4BF0-8117-7A5C9C96C9CC},NXB,43620,,NOXUBEE NATIONAL WILDLIFE REFUGE,Noxubee National Wildlife Refuge,,,MS,4,,GTR1,Cavity,2/9/2005,,,,0,,"Top Broke, Katrina",WAYPOINT,GTR1,P,BT,318,17-4,16,Y,N,N,5,11,0,N,0.00000000000,0.00000000000,0.00000000000,9-February-2005,0.00000008684,NWR,-88.77464006020,33.28067993740,9-February-2005,Y,-,-,N,ND,,329,236,45,299
170,170,{B0968207-E239-4BC1-B5CA-50C589BF33DF},NXB,43620,,NOXUBEE NATIONAL WILDLIFE REFUGE,Noxubee National Wildlife Refuge,,,MS,4,,GTR1,Cavity,2/9/2005,,,,0,,never re-checked,WAYPOINT,GTR1,P,SG,11-1,11-1,12,Y,Y,N,4,6,0,N,0.00000000000,0.00000000000,0.00000000000,9-February-2005,0.00000004978,NWR,-88.77450997300,33.27820995820,9-February-2005,,,,,U,,,,,
171,171,{198E2DFF-E73C-42DF-AE98-595E2CB7FC4B},NXB,43620,,NOXUBEE NATIONAL WILDLIFE REFUGE,Noxubee National Wildlife Refuge,,,MS,4,,GTR1,Cavity,2/9/2005,,,,0,,,WAYPOINT,GTR1,P,SG,177,11-2,18,Y,N,N,6,7,0,N,0.00000000000,0.00000000000,0.00000000000,9-February-2005,0.00000003938,NWR,-88.77502998630,33.27877003690,9-February-2005,Y,10,5,N,ND,,187,187,35,154
172,172,{5BA12A17-D26A-46A3-A26A-E5C9C39AF4BF},NXB,43620,,NOXUBEE NATIONAL WILDLIFE REFUGE,Noxubee National Wildlife Refuge,,,MS,4,,GTR1,Cavity,2/9/2005,,,,0,,,WAYPOINT,GTR1,P,SG,449,11-3,16,Y,N,N,4,7,0,N,0.00000000000,0.00000000000,0.00000000000,9-February-2005,0.00000007216,NWR,-88.77536995630,33.27860994260,9-February-2005,Y,10,3,N,ND,,153,153,13,125
173,173,{09949EFD-1711-43F1-B793-51A07A37DBB6},NXB,43620,,NOXUBEE NATIONAL WILDLIFE REFUGE,Noxubee National Wildlife Refuge,,,MS,4,,GTR1,Cavity,2/9/2005,,,,0,,,WAYPOINT,GTR1,P,BT,178,11-4,10,Y,N,N,7,21,0,N,0.00000000000,0.00000000000,0.00000000000,9-February-2005,0.00000009874,NWR,-88.77547992690,33.27866006640,9-February-2005,Y,7,1.5,N,ND,,150,150,12,120
174,174,{129DC7FA-5103-4E98-BB44-0E56948C4CA5},NXB,43620,,NOXUBEE NATIONAL WILDLIFE REFUGE,Noxubee National Wildlife Refuge,,,MS,4,,WILD,Cavity,5/4/2005,,,,0,,haven't checked this tree,WAYPOINT,WILD,P,BT,25-1,25-1,22,Y,N,N,24,72,180,N,0.00000000000,0.00000000000,0.00000000000,4-May-2005,0.00000006143,NWR,-88.81060127470,33.29639013850,4-May-2005,,,,,,,,,,
175,175,{2C5556A2-0D28-4867-A1E4-3ADE5D163A1C},NXB,43620,,NOXUBEE NATIONAL WILDLIFE REFUGE,Noxubee National Wildlife Refuge,,,MS,4,,WILD,Cavity,5/4/2005,,,,0,,,WAYPOINT,WILD,A,SG,231,25A-1,20,Y,N,N,35,48,12,N,0.00000000000,0.00000000000,0.00000000000,4-May-2005,0.00000005473,NWR,-88.81111625880,33.29776879400,4-May-2005,Y,20,5,N,ND,,635,0,94,156
176,176,{FFC1D750-FED8-42C5-857D-1376254E4CDC},NXB,43620,,NOXUBEE NATIONAL WILDLIFE REFUGE,Noxubee National Wildlife Refuge,,,MS,4,,WILD,Cavity,5/4/2005,,,,0,,fell (5/26/06),WAYPOINT,WILD,P,BT,35-1,35-1,28,N,Y,N,0,0,0,N,0.00000000000,0.00000000000,0.00000000000,4-May-2005,0.00000005483,NWR,-88.81360534880,33.29892214380,4-May-2005,,,,,,,,,,
177,177,{AFA841E8-81A6-4D91-A719-7A3E75FEBE34},NXB,43620,,NOXUBEE NATIONAL WILDLIFE REFUGE,Noxubee National Wildlife Refuge,,,MS,4,,WILD,Cavity,5/4/2005,,,,0,,,WAYPOINT,WILD,P,SG,214,12-1,26,Y,N,N,5,16,60,N,0.00000000000,0.00000000000,0.00000000000,4-May-2005,0.00000006352,NWR,-88.81343905180,33.29343970860,4-May-2005,Y,9.5,6.5,N,ND,,461,0,116,245
178,178,{80A7BF2F-1898-4786-8920-0A7A98FAB3C8},NXB,43620,,NOXUBEE NATIONAL WILDLIFE REFUGE,Noxubee National Wildlife Refuge,,,MS,4,,WILD,Cavity,5/4/2005,,,,0,,,WAYPOINT,WILD,P,MNH,205,13-1,18,Y,N,N,6,40,144,N,0.00000000000,0.00000000000,0.00000000000,4-May-2005,0.00000005870,NWR,-88.81063882560,33.29373475160,4-May-2005,Y,10,4,N,ND,,483,0,258,46
179,179,{8DFA7063-4A19-4241-8659-3689B648E1AF},NXB,43620,,NOXUBEE NATIONAL WILDLIFE REFUGE,Noxubee National Wildlife Refuge,,,MS,4,,WILD,Cavity,5/6/2005,,,,0,,,WAYPOINT,WILD,P,NH,220,46-1,14,Y,N,N,5,18,96,N,0.00000000000,0.00000000000,0.00000000000,6-May-2005,0.00000006294,NWR,-88.81057445260,33.30224271860,6-May-2005,Y,6.5,4,N,ND,,207,85,66,544
180,180,{61A11E04-DB06-44B2-A36D-63DCBD5F3CE8},NXB,43620,,NOXUBEE NATIONAL WILDLIFE REFUGE,Noxubee National Wildlife Refuge,,,MS,4,,WILD,Cavity,5/6/2005,,,,0,,,WAYPOINT,WILD,P,GA,234,46-2,14,Y,N,N,4,14,18,N,0.00000000000,0.00000000000,0.00000000000,6-May-2005,0.00000005649,NWR,-88.80986634940,33.30203887070,6-May-2005,Y,-,-,N,ND,,203,94,69,472
181,181,{03BE2997-36C8-4089-8EF9-666197FAD329},NXB,43620,,NOXUBEE NATIONAL WILDLIFE REFUGE,Noxubee National Wildlife Refuge,,,MS,4,,WILD,Cavity,5/6/2005,,,,0,,,WAYPOINT,WILD,P,AB,229,53-1,32,Y,N,N,2,14,144,N,0.00000000000,0.00000000000,0.00000000000,6-May-2005,0.00000005525,NWR,-88.81270412660,33.30392714590,6-May-2005,Y,21.5,4,N,ND,,40,40,8,815
182,182,{59C00D4D-5757-42CB-A98B-65F526E47A3E},NXB,43620,,NOXUBEE NATIONAL WILDLIFE REFUGE,Noxubee National Wildlife Refuge,,,MS,4,,WILD,Cavity,5/6/2005,,,,0,,Hollow to top,WAYPOINT,WILD,P,AB,236,53-2,28,Y,N,Y,24,11,0,N,0.00000000000,0.00000000000,0.00000000000,6-May-2005,0.00000005907,NWR,-88.81267730450,33.30395933240,6-May-2005,Y,21.5,5,N,ND,,36,36,4,777
183,183,{81E751F0-F9C9-441C-9462-974878DE432A},NXB,43620,,NOXUBEE NATIONAL WILDLIFE REFUGE,Noxubee National Wildlife Refuge,,,MS,4,,WILD,Cavity,5/6/2005,,,,0,,,WAYPOINT,WILD,P,SG,228,53-3,20,Y,N,N,9,19,180,N,0.00000000000,0.00000000000,0.00000000000,6-May-2005,0.00000006085,NWR,-88.81273631310,33.30327805130,6-May-2005,Y,13.5,7.5,N,ND,,105,86,41,703
184,184,{0F2D6886-DD6A-4879-81AA-506C1E0FF3ED},NXB,43620,,NOXUBEE NATIONAL WILDLIFE REFUGE,Noxubee National Wildlife Refuge,,,MS,4,,WILD,Cavity,5/6/2005,,,,0,,Katrina destroyed,WAYPOINT,WILD,P,HOR,53-4,53-4,14,N,Y,N,0,0,0,N,0.00000000000,0.00000000000,0.00000000000,6-May-2005,0.00000006696,NWR,-88.81306890700,33.30304738130,6-May-2005,,,,,,,,,,
185,185,{B9FD407F-B79C-4F40-BBDC-6B2CCF015CC9},NXB,43620,,NOXUBEE NATIONAL WILDLIFE REFUGE,Noxubee National Wildlife Refuge,,,MS,4,,WILD,Cavity,5/6/2005,,,,0,,,WAYPOINT,WILD,P,AB,232,45-1,20,Y,N,N,13,54,144,N,0.00000000000,0.00000000000,0.00000000000,6-May-2005,0.00000005790,NWR,-88.81355170460,33.30113228410,6-May-2005,Y,17,5,N,ND,,195,18,244,564
186,186,{25E59F21-2C02-43F7-9224-82DD81E9D59F},NXB,43620,,NOXUBEE NATIONAL WILDLIFE REFUGE,Noxubee National Wildlife Refuge,,,MS,4,,WILD,Cavity,5/6/2005,,,,0,,,WAYPOINT,WILD,P,AB,235,44-1,36,Y,N,N,12,22,216,N,0.00000000000,0.00000000000,0.00000000000,6-May-2005,0.00000005811,NWR,-88.81738726350,33.30181356520,6-May-2005,Y,25,3,Y,N,RAF,37,37,12,884
187,187,{310C64F7-3020-4782-91D5-674C47F114A8},NXB,43620,,NOXUBEE NATIONAL WILDLIFE REFUGE,Noxubee National Wildlife Refuge,,,MS,4,,WILD,Cavity,5/6/2005,,,,0,,"Hollow to top (fell, 5/29/06)",WAYPOINT,WILD,P,AB,44-2,44-2,32,Y,N,Y,7,27,0,N,0.00000000000,0.00000000000,0.00000000000,6-May-2005,0.00000005557,NWR,-88.81725851750,33.30177601420,6-May-2005,,,,,,,,,,
188,188,{7AC08A56-9958-4609-A745-9EE959F37D50},NXB,43620,,NOXUBEE NATIONAL WILDLIFE REFUGE,Noxubee National Wildlife Refuge,,,MS,4,,WILD,Cavity,5/6/2005,,,,0,,,WAYPOINT,WILD,P,AB,201,44-3,26,Y,N,N,12,24,0,N,0.00000000000,0.00000000000,0.00000000000,6-May-2005,0.00000006098,NWR,-88.81754283160,33.30137368290,6-May-2005,Y,14.5,5,Y,N,SE,24,24,35,899
189,189,{7C80C4C8-0E83-434F-92F7-98729C64ACC1},NXB,43620,,NOXUBEE NATIONAL WILDLIFE REFUGE,Noxubee National Wildlife Refuge,,,MS,4,,WILD,Cavity,5/6/2005,,,,0,,BRANCH OFF TREE WAS HOLLOW-COULD NOT SEE INTO,WAYPOINT,WILD,A,SYC,212,44A-1,60,Y,Y,N,36,44,0,N,0.00000000000,0.00000000000,0.00000000000,6-May-2005,0.00000005229,NWR,-88.81769839970,33.30106254660,6-May-2005,Y,53,6,N,ND,,22,22,335,853
190,190,{6BA2F171-6A3B-4207-8D55-203662DAF8C0},NXB,43620,,NOXUBEE NATIONAL WILDLIFE REFUGE,Noxubee National Wildlife Refuge,,,MS,4,,WILD,Cavity,6/27/2005,,,,0,,,WAYPOINT,WILD,A,SYC,62,62,40,Y,N,N,45,36,240,N,0.00000000000,0.00000000000,0.00000000000,27-June-2005,0.00000005635,NWR,-88.81658260080,33.29347725950,27-June-2005,Y,30,4,Y,N,RAF,380,0,233,560
191,191,{063521F6-DB43-4DA6-B138-EF9820FB0088},NXB,43620,,NOXUBEE NATIONAL WILDLIFE REFUGE,Noxubee National Wildlife Refuge,,,MS,4,,WILD,Cavity,6/27/2005,,,,0,,,WAYPOINT,WILD,A,SG,64,64,36,N,Y,N,14,29,240,N,0.00000000000,0.00000000000,0.00000000000,27-June-2005,0.00000005539,NWR,-88.82021967620,33.29327877610,27-June-2005,Y,17,9,Y,N,SE,409,129,188,421
192,192,{57DA3691-EC57-4E4F-9732-4C70B544FA6A},NXB,43620,,NOXUBEE NATIONAL WILDLIFE REFUGE,Noxubee National Wildlife Refuge,,,MS,4,,GTR 1,Cavity,2/16/2005,,,,0,,,WAYPOINT,GTR 1,P,CBO,289,29-1,32,Y,N,N,2,3,0,N,0.00000000000,0.00000000000,0.00000000000,16-February-2005,0.00000005538,NWR,-88.77474014010,33.28719016160,16-February-2005,N,-,-,N,ND,,140,140,81,113
193,193,{400EDCAA-AC9B-4D43-8BC1-EC6D66D73F61},NXB,43620,,NOXUBEE NATIONAL WILDLIFE REFUGE,Noxubee National Wildlife Refuge,,,MS,4,,GTR 1,Cavity,2/16/2005,,,,0,,,WAYPOINT,GTR 1,P,SG,275,29-2,8,N,Y,N,0,0,0,N,0.00000000000,0.00000000000,0.00000000000,16-February-2005,0.00000005977,NWR,-88.77379600250,33.28721698370,16-February-2005,Y,17,2,N,ND,,202,202,17,114
194,194,{3AF61799-5D3F-4AC8-AA06-D3A8D627A349},NXB,43620,,NOXUBEE NATIONAL WILDLIFE REFUGE,Noxubee National Wildlife Refuge,,,MS,4,,GTR 1,Cavity,2/16/2005,,,,0,,2 side cavities,WAYPOINT,GTR 1,P,SG,282,29-3,10,N,Y,N,0,0,0,N,0.00000000000,0.00000000000,0.00000000000,16-February-2005,0.00000005880,NWR,-88.77373699390,33.28703459350,16-February-2005,N,-,-,N,ND,,213,213,17,151
195,195,{321252C0-2539-40DC-8A49-B91B6686C900},NXB,43620,,NOXUBEE NATIONAL WILDLIFE REFUGE,Noxubee National Wildlife Refuge,,,MS,4,,GTR 1,Cavity,2/16/2005,,,,0,,,WAYPOINT,GTR 1,P,SH,433,30-1,22,Y,N,N,8,10,6,N,0.00000000000,0.00000000000,0.00000000000,16-February-2005,0.00000005759,NWR,-88.77166632860,33.28683611000,16-February-2005,Y,-,-,N,ND,,304,304,95,209
196,196,{169C5AF4-6DF8-4337-9642-689E63EF232D},NXB,43620,,NOXUBEE NATIONAL WILDLIFE REFUGE,Noxubee National Wildlife Refuge,,,MS,4,,GTR 1,Cavity,2/16/2005,,,,0,,,WAYPOINT,GTR 1,A,PNH,290,31A-1,22,Y,N,N,5,13,0,N,0.00000000000,0.00000000000,0.00000000000,16-February-2005,0.00000005968,NWR,-88.77066854680,33.28707750880,16-February-2005,Y,11.5,6,N,ND,,259,259,93,230
197,197,{A0606F28-1BA7-4F8A-B6F0-EFBC8129C6C4},NXB,43620,,NOXUBEE NATIONAL WILDLIFE REFUGE,Noxubee National Wildlife Refuge,,,MS,4,,GTR 1,Cavity,2/16/2005,,,,0,,,WAYPOINT,GTR 1,P,SG,299,31-1,8,Y,N,N,3,19,0,N,0.00000000000,0.00000000000,0.00000000000,16-February-2005,0.00000006101,NWR,-88.76878027170,33.28694876280,16-February-2005,Y,4,2,N,ND,,234,234,26,130
198,198,{B429B4F3-5762-48DB-8DD2-8C398AB94832},NXB,43620,,NOXUBEE NATIONAL WILDLIFE REFUGE,Noxubee National Wildlife Refuge,,,MS,4,,GTR 1,Cavity,2/16/2005,,,,0,,,WAYPOINT,GTR 1,P,SG,298,31-2,12,Y,N,N,2,47,0,N,0.00000000000,0.00000000000,0.00000000000,16-February-2005,0.00000005797,NWR,-88.76912359440,33.28688975420,16-February-2005,Y,6,2,N,ND,,247,247,29,146
199,199,{CD1D82CD-A4F6-42C5-843E-3072B8876983},NXB,43620,,NOXUBEE NATIONAL WILDLIFE REFUGE,Noxubee National Wildlife Refuge,,,MS,4,,GTR 1,Cavity,2/16/2005,,,,0,,,WAYPOINT,GTR 1,P,WTO,31-3,31-3,30,N,Y,N,0,0,0,N,0.00000000000,0.00000000000,0.00000000000,16-February-2005,0.00000005765,NWR,-88.76955274790,33.28715261070,16-February-2005,,,,,,,,,,
200,200,{C03D98FB-69A1-4C50-A70D-52FD5C6D2466},NXB,43620,,NOXUBEE NATIONAL WILDLIFE REFUGE,Noxubee National Wildlife Refuge,,,MS,4,,GTR 1,Cavity,2/16/2005,,,,0,,,WAYPOINT,GTR 1,A,CBO,295,31A-2,0,Y,N,N,6,22,0,N,0.00000000000,0.00000000000,0.00000000000,16-February-2005,0.00000006051,NWR,-88.77081338610,33.28920181840,16-February-2005,Y,8,5,N,ND,,34,34,161,20
201,201,{D0A1184E-650D-409B-9DD1-642BBEA4DEC9},NXB,43620,,NOXUBEE NATIONAL WILDLIFE REFUGE,Noxubee National Wildlife Refuge,,,MS,4,,GTR 1,Cavity,2/23/2005,,,,0,,,WAYPOINT,GTR 1,A,WLO,356,32A-1,30,Y,N,N,2,19,0,N,0.00000000000,0.00000000000,0.00000000000,23-February-2005,0.00000005175,NWR,-88.76690808980,33.28667517750,23-February-2005,N,-,-,N,ND,,315,288,73,165
202,202,{75E40D0A-07AE-412B-ABCB-2A1FF0940D25},NXB,43620,,NOXUBEE NATIONAL WILDLIFE REFUGE,Noxubee National Wildlife Refuge,,,MS,4,,GTR 1,Cavity,2/23/2005,,,,0,,,WAYPOINT,GTR 1,A,SG,355,32A-2,14,Y,N,N,6,10,0,N,0.00000000000,0.00000000000,0.00000000000,23-February-2005,0.00000005529,NWR,-88.76604441850,33.28657325350,23-February-2005,Y,-,-,N,ND,,291,212,68,189
