OBJECTID_1,OBJECTID_2,RLGIS_ID,Lit,OrgCode,Cmplx_Name,OrgName,Dvsn_Name,Unit_Name,Subunit_Na,StateAbbr,Region,Origin,Loc_Name,SOI_Feat,Obs_Date,Derived,Com_Name,Sci_Name,TSN,Status,Comments,TYPE,LOCATION,TREE_TYPE,SPP,IDENT,IDENTS,DBH,BASAL,SIDE,TOP,CAV_WIDTH,CAV_HEIGHT,CHAMHEIGHT,SNAG,TOT_CHAMB,WALL_THICK,INSID_CHAM,Orig_Date,Distance,RSL_Type,X,Y,COMMENT,CHECKED,CHAM_WDTH,WALL_WIDTH,USE_TREE,COLONY,BAT_SPP,PWTR_DIST,WWTR_DIST,CAVTR_DIST,EDGE_DIST
315,315,{EEC4E86D-C9B0-4A92-ADE6-F964BEC48D7E},NXB,43620,,NOXUBEE NATIONAL WILDLIFE REFUGE,Noxubee National Wildlife Refuge,,,MS,4,,GTR 1,Cavity,3/18/2005,,,,0,,fell (5/19/06),WAYPOINT,GTR 1,P,GA,5-16,5-16,10,Y,N,N,7,28,30,N,0.00000000000,0.00000000000,0.00000000000,18-March-2005,0.00000005644,NWR,-88.77541605680,33.27592488370,18-March-2005,,,,,,,,,,
316,316,{C3690645-84F3-44BF-9017-07A804FE8FC9},NXB,43620,,NOXUBEE NATIONAL WILDLIFE REFUGE,Noxubee National Wildlife Refuge,,,MS,4,,GTR 1,Cavity,3/18/2005,,,,0,,,WAYPOINT,GTR 1,P,SG,172,5-17,16,Y,N,N,12,36,77,N,0.00000000000,0.00000000000,0.00000000000,18-March-2005,0.00000005640,NWR,-88.77570573530,33.27623065550,18-March-2005,Y,11,3.5,N,ND,,57,57,1,23
317,317,{26E323AA-44F1-4524-A792-D09F248E7834},NXB,43620,,NOXUBEE NATIONAL WILDLIFE REFUGE,Noxubee National Wildlife Refuge,,,MS,4,,GTR 1,Cavity,3/18/2005,,,,0,,,WAYPOINT,GTR 1,P,SG,176,5-18,16,Y,N,N,14,22,52,N,0.00000000000,0.00000000000,0.00000000000,18-March-2005,0.00000005477,NWR,-88.77569500650,33.27621992670,18-March-2005,Y,8.5,3.5,N,ND,,54,54,1,27
318,318,{FCA9C758-2F1B-4CC5-AA0B-39BD30426FF9},NXB,43620,,NOXUBEE NATIONAL WILDLIFE REFUGE,Noxubee National Wildlife Refuge,,,MS,4,,GTR 1,Cavity,3/18/2005,,,,0,,"CAN NOT SEE, SIDE CAVITY",WAYPOINT,GTR 1,P,HOR,160,5-19,10,N,Y,N,0,0,0,N,0.00000000000,0.00000000000,0.00000000000,18-March-2005,0.00000005628,NWR,-88.77579693050,33.27623602000,18-March-2005,N,-,-,N,ND,,47,47,8,17
319,319,{0E6C2F17-479D-474C-BCDC-DB13F5E14B43},NXB,43620,,NOXUBEE NATIONAL WILDLIFE REFUGE,Noxubee National Wildlife Refuge,,,MS,4,,GTR 1,Cavity,3/18/2005,,,,0,,,WAYPOINT,GTR 1,P,SG,156,5-20,30,Y,N,N,13,39,240,N,0.00000000000,0.00000000000,0.00000000000,18-March-2005,0.00000005647,NWR,-88.77581302370,33.27602680770,18-March-2005,Y,18.5,4.5,Y,N,SE,40,40,6,9
320,320,{47C10F95-C6EC-4D33-B68B-19733BF87E54},NXB,43620,,NOXUBEE NATIONAL WILDLIFE REFUGE,Noxubee National Wildlife Refuge,,,MS,4,,GTR 1,Cavity,3/18/2005,,,,0,,,WAYPOINT,GTR 1,P,SG,174,5-21,14,Y,N,N,5,14,36,N,0.00000000000,0.00000000000,0.00000000000,18-March-2005,0.00000005947,NWR,-88.77567891330,33.27602144320,18-March-2005,Y,-,-,N,ND,,53,53,10,30
321,321,{B4D81371-F8C0-4334-B58F-8AEDFE3F24B4},NXB,43620,,NOXUBEE NATIONAL WILDLIFE REFUGE,Noxubee National Wildlife Refuge,,,MS,4,,GTR 1,Cavity,3/18/2005,,,,0,,,WAYPOINT,GTR 1,P,SG,158,5-22,12,Y,N,N,6,24,48,N,0.00000000000,0.00000000000,0.00000000000,18-March-2005,0.00000005923,NWR,-88.77578083720,33.27596779910,18-March-2005,Y,8,2,N,ND,,43,43,6,18
322,322,{D31C0F2C-DDD6-47EB-8450-3E4489C90FB1},NXB,43620,,NOXUBEE NATIONAL WILDLIFE REFUGE,Noxubee National Wildlife Refuge,,,MS,4,,GTR 1,Cavity,3/18/2005,,,,0,,FELL (5/19/06),WAYPOINT,GTR 1,P,SG,6-1,6-1,14,Y,N,N,12,26,86,N,0.00000000000,0.00000000000,0.00000000000,18-March-2005,0.00000005906,NWR,-88.77082411490,33.27608045180,18-March-2005,,,,,,,,,,
323,323,{348E6AC2-7100-4CA5-9595-82D1FF8537A8},NXB,43620,,NOXUBEE NATIONAL WILDLIFE REFUGE,Noxubee National Wildlife Refuge,,,MS,4,,GTR 1,Cavity,3/18/2005,,,,0,,,WAYPOINT,GTR 1,P,SG,485,6-2,12,Y,N,N,4,16,0,N,0.00000000000,0.00000000000,0.00000000000,18-March-2005,0.00000006303,NWR,-88.77117280210,33.27619846900,18-March-2005,Y,7,2,N,ND,,171,171,18,163
324,324,{8E61ABAC-D3FA-44BF-9939-0BCCC8747CB9},NXB,43620,,NOXUBEE NATIONAL WILDLIFE REFUGE,Noxubee National Wildlife Refuge,,,MS,4,,GTR 1,Cavity,3/18/2005,,,,0,,,WAYPOINT,GTR 1,P,BCY,458,6-3,26,Y,N,N,5,13,48,N,0.00000000000,0.00000000000,0.00000000000,18-March-2005,0.00000005476,NWR,-88.77095286100,33.27612873160,18-March-2005,Y,-,-,N,ND,,155,155,11,137
325,325,{1A0AE5DD-0AE1-4F46-9520-FDE579266520},NXB,43620,,NOXUBEE NATIONAL WILDLIFE REFUGE,Noxubee National Wildlife Refuge,,,MS,4,,GTR 1,Cavity,3/18/2005,,,,0,,,WAYPOINT,GTR 1,P,SG,310,6-4,24,Y,N,N,20,24,48,N,0.00000000000,0.00000000000,0.00000000000,18-March-2005,0.00000006200,NWR,-88.77112452230,33.27706214030,18-March-2005,Y,-,-,N,ND,,487,3,33,236
326,326,{5A413BFD-A578-4F34-913C-6E719F43CCBD},NXB,43620,,NOXUBEE NATIONAL WILDLIFE REFUGE,Noxubee National Wildlife Refuge,,,MS,4,,GTR 1,Cavity,3/18/2005,,,,0,,,WAYPOINT,GTR 1,P,PNH,313,6-5,16,Y,N,N,2,13,84,N,0.00000000000,0.00000000000,0.00000000000,18-March-2005,0.00000005947,NWR,-88.77081338610,33.27692802990,18-March-2005,Y,8,4,N,ND,,513,24,30,211
327,327,{85C3FD75-EAA6-4109-A2B4-68FB091CD32B},NXB,43620,,NOXUBEE NATIONAL WILDLIFE REFUGE,Noxubee National Wildlife Refuge,,,MS,4,,GTR 1,Cavity,,,,,0,,CUT WINDOW TO VIEW CAVITY,WAYPOINT,GTR 1,,BCY,13,13,0,N,Y,Y,0,0,0,N,0.00000000000,0.00000000000,0.00000000000,,0.00000005555,NWR,-88.76631263940,33.27557083210,,Y,55,3,Y,W,BOTH,0,0,124,2
328,328,{74E77B75-FFA4-4E1D-ACB8-7454BB4DFE79},NXB,43620,,NOXUBEE NATIONAL WILDLIFE REFUGE,Noxubee National Wildlife Refuge,,,MS,4,,GTR 1,Cavity,3/18/2005,,,,0,,,WAYPOINT,GTR 1,P,SG,348,13-1,14,Y,N,N,5,24,80,N,0.00000000000,0.00000000000,0.00000000000,18-March-2005,0.00000005899,NWR,-88.76824919430,33.27860709270,18-March-2005,Y,5.5,4,N,ND,,770,0,10,311
329,329,{6B77CE7E-12E1-4CD4-8A17-2140D7C8DD62},NXB,43620,,NOXUBEE NATIONAL WILDLIFE REFUGE,Noxubee National Wildlife Refuge,,,MS,4,,GTR 1,Cavity,3/18/2005,,,,0,,,WAYPOINT,GTR 1,P,OCO,349,13-2,18,N,Y,N,0,0,0,N,0.00000000000,0.00000000000,0.00000000000,18-March-2005,0.00000005687,NWR,-88.76817945680,33.27855881300,18-March-2005,Y,-,-,N,ND,,770,0,10,311
330,330,{65CEF2C2-6A5B-4E6E-A9C3-62C2B631BE82},NXB,43620,,NOXUBEE NATIONAL WILDLIFE REFUGE,Noxubee National Wildlife Refuge,,,MS,4,,GTR 1,Cavity,3/18/2005,,,,0,,,WAYPOINT,GTR 1,P,SG,342,14-1,12,Y,N,N,11,15,72,N,0.00000000000,0.00000000000,0.00000000000,18-March-2005,0.00000006055,NWR,-88.76536850180,33.27915426340,18-March-2005,Y,8.5,1.5,N,ND,,1082,0,56,347
331,331,{CE7A1B8C-7824-449F-9A3F-8CD54D746CA5},NXB,43620,,NOXUBEE NATIONAL WILDLIFE REFUGE,Noxubee National Wildlife Refuge,,,MS,4,,GTR 1,Cavity,3/18/2005,,,,0,,,WAYPOINT,GTR 1,P,OCO,338,8-1,16,Y,N,N,6,6,48,N,0.00000000000,0.00000000000,0.00000000000,18-March-2005,0.00000005628,NWR,-88.76455847470,33.27668126670,18-March-2005,Y,8,5,N,ND,,158,0,152,103
332,332,{EBBD5938-4A78-412A-A972-E74970C09C7E},NXB,43620,,NOXUBEE NATIONAL WILDLIFE REFUGE,Noxubee National Wildlife Refuge,,,MS,4,,GTR 1,Cavity,3/11/2005,,,,0,,,WAYPOINT,GTR 1,A,GA,308,22A-1,12,Y,N,N,4,3,0,N,0.00000000000,0.00000000000,0.00000000000,11-March-2005,0.00000005617,NWR,-88.75811580860,33.28077968200,11-March-2005,Y,-,-,N,ND,,329,0,220,84
333,333,{7FA1DE60-CBAC-4CAC-B446-4E99659332B1},NXB,43620,,NOXUBEE NATIONAL WILDLIFE REFUGE,Noxubee National Wildlife Refuge,,,MS,4,,GTR 1,Cavity,3/11/2005,,,,0,,,WAYPOINT,GTR 1,P,GA,344,21-1,12,Y,Y,N,3,4,4,N,0.00000000000,0.00000000000,0.00000000000,11-March-2005,0.00000006111,NWR,-88.76205865590,33.28187938770,11-March-2005,Y,6,2,N,ND,,814,0,16,480
334,334,{AFFF5B7D-A75E-49EC-8E4E-F4A4799F4DC7},NXB,43620,,NOXUBEE NATIONAL WILDLIFE REFUGE,Noxubee National Wildlife Refuge,,,MS,4,,GTR 1,Cavity,3/11/2005,,,,0,,,WAYPOINT,GTR 1,P,BT,345,21-2,16,Y,N,N,7,4,0,Y,0.00000000000,0.00000000000,0.00000000000,11-March-2005,0.00000005661,NWR,-88.76201037610,33.28168090430,11-March-2005,Y,-,-,N,ND,,814,0,16,480
335,335,{5C7D1715-0302-4ADE-98C1-E04EDB1E2C00},NXB,43620,,NOXUBEE NATIONAL WILDLIFE REFUGE,Noxubee National Wildlife Refuge,,,MS,4,,GTR 1,Cavity,3/11/2005,,,,0,,,WAYPOINT,GTR 1,A,OCO,347,20A-1,16,Y,N,N,5,6,0,N,0.00000000000,0.00000000000,0.00000000000,11-March-2005,0.00000005517,NWR,-88.76502517900,33.28215297310,11-March-2005,Y,10,2,N,ND,,746,0,133,740
336,336,{D870DFD5-2A9C-4446-A034-978489F80B28},NXB,43620,,NOXUBEE NATIONAL WILDLIFE REFUGE,Noxubee National Wildlife Refuge,,,MS,4,,GTR 1,Cavity,3/11/2005,,,,0,,,WAYPOINT,GTR 1,A,NH,326,19A-1,14,Y,N,N,4,22,0,N,0.00000000000,0.00000000000,0.00000000000,11-March-2005,0.00000005641,NWR,-88.76972440920,33.28166481100,11-March-2005,Y,-,-,N,ND,,798,17,9,780
337,337,{C3F87A32-CFBD-4700-A911-BD0FC259A2D1},NXB,43620,,NOXUBEE NATIONAL WILDLIFE REFUGE,Noxubee National Wildlife Refuge,,,MS,4,,GTR 1,Cavity,3/11/2005,,,,0,,,WAYPOINT,GTR 1,A,BCY,325,19A-2,16,Y,N,N,3,16,0,N,0.00000000000,0.00000000000,0.00000000000,11-March-2005,0.00000005659,NWR,-88.76989607060,33.28177209940,11-March-2005,Y,7,4,N,ND,,801,13,11,767
338,338,{20767455-26E2-4397-86C4-7C27CDF0249A},NXB,43620,,NOXUBEE NATIONAL WILDLIFE REFUGE,Noxubee National Wildlife Refuge,,,MS,4,,GTR 1,Cavity,3/11/2005,,,,0,,SIDE CAVITY,WAYPOINT,GTR 1,A,OCO,324,19A-3,30,N,Y,N,0,0,0,N,0.00000000000,0.00000000000,0.00000000000,11-March-2005,0.00000006116,NWR,-88.77009455410,33.28172381960,11-March-2005,N,-,-,N,ND,,779,0,11,767
339,339,{EFC2EAAF-1940-4121-8B93-DDA6B852E41C},NXB,43620,,NOXUBEE NATIONAL WILDLIFE REFUGE,Noxubee National Wildlife Refuge,,,MS,4,,GTR 1,Cavity,3/11/2005,,,,0,,,WAYPOINT,GTR 1,P,BT,323,18-1,18,Y,N,N,7,22,0,N,0.00000000000,0.00000000000,0.00000000000,11-March-2005,0.00000005549,NWR,-88.77090458120,33.28157898030,11-March-2005,Y,-,-,N,ND,,689,0,76,668
340,340,{85326681-ADD7-404C-B579-51ED07B4AC0A},NXB,43620,,NOXUBEE NATIONAL WILDLIFE REFUGE,Noxubee National Wildlife Refuge,,,MS,4,,GTR 1,Cavity,3/11/2005,,,,0,,*GOOD,WAYPOINT,GTR 1,A,WLO,193,12A-1,20,N,Y,N,0,0,0,N,0.00000000000,0.00000000000,0.00000000000,11-March-2005,0.00000006160,NWR,-88.77088312350,33.27992673960,11-March-2005,N,-,-,N,ND,,658,55,33,550
341,341,{FBA029E9-67D4-4D55-A27A-CF6E6B4CB48F},NXB,43620,,NOXUBEE NATIONAL WILDLIFE REFUGE,Noxubee National Wildlife Refuge,,,MS,4,,GTR 1,Cavity,3/11/2005,,,,0,,*********awesome********** CHECK IF BASAL CAVITY,WAYPOINT,GTR 1,A,OCO,194,12A-2,34,N,Y,N,16,48,480,N,0.00000000000,0.00000000000,0.00000000000,11-March-2005,0.00000005411,NWR,-88.77000335900,33.27955659470,11-March-2005,Y,27.5,4.5,Y,N,BOTH,729,0,84,602
342,342,{A3AA60DC-FC44-4D09-ADBC-37DE05854E64},NXB,43620,,NOXUBEE NATIONAL WILDLIFE REFUGE,Noxubee National Wildlife Refuge,,,MS,4,,GTR 1,Cavity,3/11/2005,,,,0,,,WAYPOINT,GTR 1,A,SG,199,12A-3,20,Y,N,N,4,16,0,N,0.00000000000,0.00000000000,0.00000000000,11-March-2005,0.00000006126,NWR,-88.77135519230,33.27884849150,11-March-2005,Y,9.5,4.5,N,ND,,492,38,1,457
343,343,{CDFDAC17-D9E4-446E-845E-A0FA027DDF65},NXB,43620,,NOXUBEE NATIONAL WILDLIFE REFUGE,Noxubee National Wildlife Refuge,,,MS,4,,GTR 1,Cavity,3/11/2005,,,,0,,,WAYPOINT,GTR 1,P,OCO,196,12-1,16,Y,N,N,7,85,0,N,0.00000000000,0.00000000000,0.00000000000,11-March-2005,0.00000005616,NWR,-88.77133373460,33.27889140690,11-March-2005,Y,6,4,N,ND,,594,28,1,480
344,344,{9A7301DE-D80C-49B0-9B97-BC041FA1F4F5},NXB,43620,,NOXUBEE NATIONAL WILDLIFE REFUGE,Noxubee National Wildlife Refuge,,,MS,4,,GTR 1,Cavity,3/11/2005,,,,0,,,WAYPOINT,GTR 1,P,NH,200,12-2,24,Y,N,N,10,27,120,N,0.00000000000,0.00000000000,0.00000000000,11-March-2005,0.00000006093,NWR,-88.77123717510,33.27850516880,11-March-2005,Y,2,11,N,ND,,494,50,7,457
345,345,{B4952D13-E0CA-41F0-A31C-6C2B1248F091},NXB,43620,,NOXUBEE NATIONAL WILDLIFE REFUGE,Noxubee National Wildlife Refuge,,,MS,4,,GTR 1,Cavity,3/11/2005,,,,0,,,WAYPOINT,GTR 1,P,SG,195,12-3,16,Y,N,N,3,6,0,N,0.00000000000,0.00000000000,0.00000000000,11-March-2005,0.00000006298,NWR,-88.77125863280,33.27860172830,11-March-2005,Y,11,3,N,ND,,600,141,11,475
346,346,{57AD5D95-8DC0-4DE6-933E-9BC951638AE8},NXB,43620,,NOXUBEE NATIONAL WILDLIFE REFUGE,Noxubee National Wildlife Refuge,,,MS,4,,GTR 1,Cavity,3/11/2005,,,,0,,,WAYPOINT,GTR 1,P,WLO,309,12-4,10,N,Y,N,0,0,0,N,0.00000000000,0.00000000000,0.00000000000,11-March-2005,0.00000005514,NWR,-88.77151076040,33.27838715160,11-March-2005,Y,-,-,N,ND,,468,59,27,375
347,347,{F6280BD7-8C27-47B1-8B15-7EF71D32FF04},NXB,43620,,NOXUBEE NATIONAL WILDLIFE REFUGE,Noxubee National Wildlife Refuge,,,MS,4,,GTR 1,Cavity,3/11/2005,,,,0,,,WAYPOINT,GTR 1,P,SG,311,12-5,16,Y,N,N,8,34,48,N,0.00000000000,0.00000000000,0.00000000000,11-March-2005,0.00000006348,NWR,-88.77163414210,33.27790971840,11-March-2005,Y,12,3,N,ND,,439,13,54,339
348,348,{C82733C3-D355-4B40-8571-EBEEE5D8B296},NXB,43620,,NOXUBEE NATIONAL WILDLIFE REFUGE,Noxubee National Wildlife Refuge,,,MS,4,,GTR 1,Cavity,3/11/2005,,,,0,,NEEDS WINDOW,WAYPOINT,GTR 1,A,BCY,312,12A-5,44,N,Y,N,0,0,0,N,0.00000000000,0.00000000000,0.00000000000,11-March-2005,0.00000005850,NWR,-88.77057198730,33.27780243000,11-March-2005,N,23,4,N,ND,,545,0,99,292
349,349,{21DD462F-C6BA-4B2D-8E9A-D50739B0FADB},NXB,43620,,NOXUBEE NATIONAL WILDLIFE REFUGE,Noxubee National Wildlife Refuge,,,MS,4,,GTR 1,Cavity,3/11/2005,,,,0,,,WAYPOINT,GTR 1,A,OCO,343,12A-6,48,Y,N,Y,24,84,0,Y,0.00000000000,0.00000000000,0.00000000000,11-March-2005,0.00000005494,NWR,-88.76368943890,33.28025933350,11-March-2005,Y,28,8,N,ND,,962,0,190,500
350,350,{C065EB99-0A90-4A49-9615-E901A1167470},NXB,43620,,NOXUBEE NATIONAL WILDLIFE REFUGE,Noxubee National Wildlife Refuge,,,MS,4,,GTR 1,Cavity,3/11/2005,,,,0,,,WAYPOINT,GTR 1,A,RM,167,12A-7,28,Y,N,N,9,22,240,N,0.00000000000,0.00000000000,0.00000000000,11-March-2005,0.00000005762,NWR,-88.76059953420,33.28038271510,11-March-2005,Y,12.5,8.5,N,ND,,415,0,46,296
351,351,{5716AC81-D86C-4007-8566-C92A6E0F7D92},NXB,43620,,NOXUBEE NATIONAL WILDLIFE REFUGE,Noxubee National Wildlife Refuge,,,MS,4,,GTR 1,Cavity,3/11/2005,,,,0,,,WAYPOINT,GTR 1,A,RM,179,12A-8,32,Y,N,N,11,40,180,N,0.00000000000,0.00000000000,0.00000000000,11-March-2005,0.00000005459,NWR,-88.76034740650,33.27999647700,11-March-2005,Y,15,4,N,ND,,390,0,43,251
352,352,{680CCB3E-4B9C-40A0-AE36-FE8EA4881C20},NXB,43620,,NOXUBEE NATIONAL WILDLIFE REFUGE,Noxubee National Wildlife Refuge,,,MS,4,,GTR 1,Cavity,3/14/2005,,,,0,,,WAYPOINT,GTR 1,P,SG,277,3-1,20,Y,N,N,13,26,38,N,0.00000000000,0.00000000000,0.00000000000,14-March-2005,0.00000005412,NWR,-88.76484278880,33.27365573490,14-March-2005,Y,-,-,N,ND,,79,79,22,212
353,353,{9BE80C01-3A38-4E16-990B-D6A0A38EA343},NXB,43620,,NOXUBEE NATIONAL WILDLIFE REFUGE,Noxubee National Wildlife Refuge,,,MS,4,,GTR 1,Cavity,3/14/2005,,,,0,,"fell from Katrina (July 11, 2006)",WAYPOINT,GTR 1,P,SG,3-2,3-2,26,Y,N,N,6,16,72,N,0.00000000000,0.00000000000,0.00000000000,14-March-2005,0.00000005449,NWR,-88.76446727960,33.27371474350,14-March-2005,,,,,,,,,,
354,354,{41B03F7A-1A7F-4640-85C4-33EECA784DE6},NXB,43620,,NOXUBEE NATIONAL WILDLIFE REFUGE,Noxubee National Wildlife Refuge,,,MS,4,,GTR 1,Cavity,3/14/2005,,,,0,,,WAYPOINT,GTR 1,P,SG,278,3-3,22,Y,N,N,12,21,60,N,0.00000000000,0.00000000000,0.00000000000,14-March-2005,0.00000005661,NWR,-88.76477841580,33.27393468460,14-March-2005,Y,11,5,N,ND,,59,59,3,197
355,355,{504396C7-3F98-4662-BFFE-24075C908CE8},NXB,43620,,NOXUBEE NATIONAL WILDLIFE REFUGE,Noxubee National Wildlife Refuge,,,MS,4,,GTR 1,Cavity,3/14/2005,,,,0,,,WAYPOINT,GTR 1,P,SG,297,3-4,10,Y,N,N,6,12,41,N,0.00000000000,0.00000000000,0.00000000000,14-March-2005,0.00000005780,NWR,-88.76484815320,33.27387567600,14-March-2005,Y,5,2,N,ND,,60,60,3,190
356,356,{97D922A2-AE9C-4DFF-9182-B5DE1FE71C5C},NXB,43620,,NOXUBEE NATIONAL WILDLIFE REFUGE,Noxubee National Wildlife Refuge,,,MS,4,,GTR 1,Cavity,3/14/2005,,,,0,,,WAYPOINT,GTR 1,P,SG,280,3-5,10,Y,N,N,4,6,0,N,0.00000000000,0.00000000000,0.00000000000,14-March-2005,0.00000005713,NWR,-88.76482133120,33.27390249810,14-March-2005,Y,5.5,2.5,N,ND,,59,59,3,189
357,357,{D238580E-F19D-49B4-8225-CB3940B77625},NXB,43620,,NOXUBEE NATIONAL WILDLIFE REFUGE,Noxubee National Wildlife Refuge,,,MS,4,,GTR 1,Cavity,3/14/2005,,,,0,,,WAYPOINT,GTR 1,P,SG,294,3-6,14,Y,N,N,11,26,87,N,0.00000000000,0.00000000000,0.00000000000,14-March-2005,0.00000005904,NWR,-88.76461748330,33.27384885390,14-March-2005,Y,8.5,3,N,ND,,77,77,7,189
358,358,{2A09F0AD-586C-4886-8DD7-A3E3216E1FCD},NXB,43620,,NOXUBEE NATIONAL WILDLIFE REFUGE,Noxubee National Wildlife Refuge,,,MS,4,,GTR 1,Cavity,3/14/2005,,,,0,,,WAYPOINT,GTR 1,P,SG,286,3-7,26,Y,N,N,7,21,0,N,0.00000000000,0.00000000000,0.00000000000,14-March-2005,0.00000005963,NWR,-88.76457993230,33.27380057420,14-March-2005,Y,16,5,N,ND,,85,85,6,190
359,359,{636546E1-4FF2-4F50-AF52-FC9D3F9ACB69},NXB,43620,,NOXUBEE NATIONAL WILDLIFE REFUGE,Noxubee National Wildlife Refuge,,,MS,4,,GTR 1,Cavity,3/14/2005,,,,0,,,WAYPOINT,GTR 1,P,SG,293,3-8,14,Y,N,N,24,16,60,N,0.00000000000,0.00000000000,0.00000000000,14-March-2005,0.00000006087,NWR,-88.76452092370,33.27388104040,14-March-2005,Y,11.5,1.5,N,ND,,82,82,9,185
360,360,{6AFDE5AF-93BE-4C2F-B8EA-C4E0811E5714},NXB,43620,,NOXUBEE NATIONAL WILDLIFE REFUGE,Noxubee National Wildlife Refuge,,,MS,4,,GTR 1,Cavity,3/14/2005,,,,0,,,WAYPOINT,GTR 1,P,SG,296,3-9,12,Y,N,N,12,28,48,N,0.00000000000,0.00000000000,0.00000000000,14-March-2005,0.00000005764,NWR,-88.76436535560,33.27399369320,14-March-2005,Y,7,2.5,N,ND,,98,98,2,160
361,361,{3F1E7CB7-6A20-4305-A68C-6E0F9347CE36},NXB,43620,,NOXUBEE NATIONAL WILDLIFE REFUGE,Noxubee National Wildlife Refuge,,,MS,4,,GTR 1,Cavity,3/14/2005,,,,0,,,WAYPOINT,GTR 1,P,SG,279,3-10,18,Y,N,N,11,26,72,N,0.00000000000,0.00000000000,0.00000000000,14-March-2005,0.00000005542,NWR,-88.76435462680,33.27402051530,14-March-2005,Y,10,2,N,ND,,96,96,2,159
362,362,{A7601DB8-B609-4C12-8948-63ABC5239DBD},NXB,43620,,NOXUBEE NATIONAL WILDLIFE REFUGE,Noxubee National Wildlife Refuge,,,MS,4,,GTR 1,Cavity,3/14/2005,,,,0,,"fell from Katrina (July 11, 2006)",WAYPOINT,GTR 1,P,SG,3-11,3-11,12,Y,N,N,10,17,36,N,0.00000000000,0.00000000000,0.00000000000,14-March-2005,0.00000005652,NWR,-88.76422051630,33.27426191410,14-March-2005,,,,,,,,,,
363,363,{CAE98391-D88E-4946-959C-2D8CDC758B82},NXB,43620,,NOXUBEE NATIONAL WILDLIFE REFUGE,Noxubee National Wildlife Refuge,,,MS,4,,GTR 1,Cavity,3/14/2005,,,,0,,,WAYPOINT,GTR 1,P,SG,284,3-12,12,Y,N,N,11,21,48,N,0.00000000000,0.00000000000,0.00000000000,14-March-2005,0.00000005511,NWR,-88.76445655070,33.27414926130,14-March-2005,Y,6,3,N,ND,,86,86,17,154
364,364,{42C96277-7E5E-4FA8-922B-C61EECAA5FD3},NXB,43620,,NOXUBEE NATIONAL WILDLIFE REFUGE,Noxubee National Wildlife Refuge,,,MS,4,,GTR 1,Cavity,3/14/2005,,,,0,,,WAYPOINT,GTR 1,P,SG,274,3-13,16,Y,N,N,18,21,60,N,0.00000000000,0.00000000000,0.00000000000,14-March-2005,0.00000005624,NWR,-88.76420978750,33.27445503320,14-March-2005,Y,9,4,N,ND,,46,46,5,103
365,365,{D52AF2ED-FFFA-4194-90BE-DEFF7AB801C6},NXB,43620,,NOXUBEE NATIONAL WILDLIFE REFUGE,Noxubee National Wildlife Refuge,,,MS,4,,GTR 1,Cavity,3/14/2005,,,,0,,,WAYPOINT,GTR 1,P,SG,291,3-14,14,Y,N,N,13,24,48,N,0.00000000000,0.00000000000,0.00000000000,14-March-2005,0.00000005924,NWR,-88.76393620220,33.27429946500,14-March-2005,Y,10,2,N,ND,,50,50,12,113
366,366,{46AFE66F-E16F-4E7A-9F99-336AC7742E36},NXB,43620,,NOXUBEE NATIONAL WILDLIFE REFUGE,Noxubee National Wildlife Refuge,,,MS,4,,GTR 1,Cavity,3/14/2005,,,,0,,,WAYPOINT,GTR 1,P,SG,287,3-15,16,Y,N,N,8,23,120,N,0.00000000000,0.00000000000,0.00000000000,14-March-2005,0.00000005494,NWR,-88.76413468560,33.27446039760,14-March-2005,Y,10,2,Y,N,SE,44,44,6,112
367,367,{B200ACA4-4472-42AB-9BFD-CF7B866DC145},NXB,43620,,NOXUBEE NATIONAL WILDLIFE REFUGE,Noxubee National Wildlife Refuge,,,MS,4,,GTR 1,Cavity,3/14/2005,,,,0,,,WAYPOINT,GTR 1,P,SG,292,3-16,10,Y,N,N,7,21,50,N,0.00000000000,0.00000000000,0.00000000000,14-March-2005,0.00000005627,NWR,-88.76427416050,33.27443893990,14-March-2005,Y,6.5,1.5,N,ND,,51,51,5,110
368,368,{5593FF9D-39CE-49FA-851B-E8A687F4A65A},NXB,43620,,NOXUBEE NATIONAL WILDLIFE REFUGE,Noxubee National Wildlife Refuge,,,MS,4,,GTR 1,Cavity,3/14/2005,,,,0,,,WAYPOINT,GTR 1,P,SG,288,3-17,18,Y,N,N,9,11,60,N,0.00000000000,0.00000000000,0.00000000000,14-March-2005,0.00000005765,NWR,-88.76415614330,33.27451940620,14-March-2005,Y,11,3,N,ND,,37,37,6,98
369,369,{2275F45B-C63A-4FDC-BC72-2194C5E2B9B3},NXB,43620,,NOXUBEE NATIONAL WILDLIFE REFUGE,Noxubee National Wildlife Refuge,,,MS,4,,GTR 1,Cavity,3/14/2005,,,,0,,,WAYPOINT,GTR 1,P,SG,275,3-18,12,Y,N,N,4,21,40,N,0.00000000000,0.00000000000,0.00000000000,14-March-2005,0.00000006327,NWR,-88.76407031260,33.27436383810,14-March-2005,Y,17,2,N,ND,,202,202,17,114
